Name,Category,Dosage Form,Strength,Indication
Acetocillin,Antifungal,Tablet,144 mg,Virus
Acetomycin,Antiviral,Inhaler,557 mg,Fungus
Acetocillin,Antiviral,Cream,203 mg,Fungus
Dolovir,Antiviral,Inhaler,5 mg,Pain
Metomet,Antipyretic,Injection,559 mg,Fever
Claristatin,Antibiotic,Syrup,849 mg,Depression
Acetonazole,Analgesic,Injection,421 mg,Fungus
Dextroprofen,Antiseptic,Injection,810 mg,Pain
Dextrovir,Antidiabetic,Inhaler,402 mg,Wound
Cefphen,Analgesic,Syrup,25 mg,Fungus
Claristatin,Antidepressant,Drops,773 mg,Diabetes
Dextrocillin,Antifungal,Cream,32 mg,Infection
Dextromycin,Antifungal,Ointment,522 mg,Infection
Metophen,Antifungal,Syrup,56 mg,Virus
Metovir,Antifungal,Injection,107 mg,Infection
Cefnazole,Antiviral,Capsule,234 mg,Wound
Metostatin,Antibiotic,Tablet,120 mg,Fever
Clariprofen,Antiviral,Inhaler,533 mg,Fungus
Dolovir,Antiviral,Injection,521 mg,Fever
Ibuproprofen,Antidepressant,Tablet,82 mg,Wound
Dextrophen,Antiviral,Syrup,190 mg,Infection
Amoxiprofen,Antipyretic,Inhaler,672 mg,Diabetes
Amoxivir,Antipyretic,Inhaler,566 mg,Diabetes
Amoxiphen,Antifungal,Capsule,777 mg,Fever
Acetoprofen,Antidiabetic,Capsule,695 mg,Infection
Metoprofen,Antibiotic,Tablet,845 mg,Infection
Metomycin,Antipyretic,Injection,846 mg,Fever
Dextroprofen,Antibiotic,Syrup,24 mg,Wound
Metovir,Analgesic,Inhaler,177 mg,Infection
Cefnazole,Antiviral,Tablet,758 mg,Wound
Ibupronazole,Antidepressant,Syrup,889 mg,Fungus
Cefprofen,Antiseptic,Inhaler,854 mg,Infection
Cefvir,Antiseptic,Inhaler,381 mg,Pain
Cefmet,Antiviral,Inhaler,248 mg,Fever
Amoxinazole,Analgesic,Inhaler,924 mg,Fever
Cefvir,Antipyretic,Inhaler,326 mg,Infection
Acetostatin,Antidepressant,Drops,77 mg,Fungus
Cefcillin,Antipyretic,Cream,353 mg,Depression
Metostatin,Antipyretic,Syrup,475 mg,Virus
Dextrophen,Antipyretic,Cream,32 mg,Infection
Metostatin,Antipyretic,Capsule,116 mg,Wound
Clariphen,Analgesic,Ointment,726 mg,Fungus
Metonazole,Antiviral,Tablet,649 mg,Virus
Dextroprofen,Antidepressant,Capsule,790 mg,Depression
Ibuprocillin,Antidiabetic,Ointment,499 mg,Fever
Ibuprovir,Antidepressant,Capsule,542 mg,Virus
Ibuprocillin,Antidepressant,Tablet,95 mg,Diabetes
Dextroprofen,Antidepressant,Ointment,637 mg,Fever
Dextronazole,Antipyretic,Injection,90 mg,Depression
Ibupromet,Analgesic,Ointment,222 mg,Depression
Amoximycin,Analgesic,Injection,229 mg,Pain
Acetovir,Antidepressant,Drops,39 mg,Diabetes
Metovir,Antidiabetic,Cream,567 mg,Fever
Cefmycin,Antidepressant,Inhaler,699 mg,Fungus
Ibuprostatin,Antifungal,Capsule,558 mg,Depression
Amoxistatin,Antiviral,Inhaler,85 mg,Diabetes
Acetophen,Antidiabetic,Cream,992 mg,Infection
Acetoprofen,Antiviral,Drops,263 mg,Pain
Dextromycin,Antidiabetic,Injection,574 mg,Diabetes
Cefmycin,Antipyretic,Inhaler,901 mg,Depression
Clarimet,Antidepressant,Inhaler,983 mg,Pain
Cefcillin,Antifungal,Syrup,782 mg,Virus
Amoxistatin,Antiviral,Syrup,88 mg,Fever
Amoxinazole,Analgesic,Tablet,318 mg,Diabetes
Clariprofen,Antipyretic,Syrup,219 mg,Diabetes
Amoxiprofen,Antibiotic,Injection,265 mg,Fever
Dolonazole,Antidepressant,Cream,295 mg,Diabetes
Cefnazole,Antidiabetic,Ointment,464 mg,Fungus
Dextromet,Antidiabetic,Syrup,152 mg,Fever
Dextrostatin,Antibiotic,Drops,936 mg,Depression
Metocillin,Antifungal,Cream,209 mg,Depression
Claristatin,Antiviral,Cream,520 mg,Infection
Claristatin,Antiviral,Capsule,99 mg,Wound
Cefprofen,Analgesic,Syrup,133 mg,Wound
Ibuprocillin,Antidepressant,Injection,228 mg,Infection
Cefcillin,Antidepressant,Cream,910 mg,Fever
Dolonazole,Antidepressant,Syrup,364 mg,Diabetes
Cefcillin,Antidepressant,Ointment,29 mg,Infection
Clarivir,Antidiabetic,Syrup,948 mg,Depression
Acetostatin,Antiseptic,Ointment,729 mg,Diabetes
Dolovir,Analgesic,Drops,572 mg,Fever
Amoximet,Analgesic,Ointment,187 mg,Fever
Ibuprocillin,Antiseptic,Cream,333 mg,Infection
Metovir,Antidiabetic,Drops,217 mg,Fungus
Dextrocillin,Antibiotic,Capsule,182 mg,Diabetes
Dextrostatin,Antipyretic,Injection,911 mg,Depression
Dextrostatin,Antipyretic,Inhaler,357 mg,Fever
Claricillin,Antiseptic,Tablet,265 mg,Diabetes
Acetostatin,Antibiotic,Ointment,793 mg,Virus
Cefmet,Antipyretic,Injection,561 mg,Fever
Cefcillin,Antibiotic,Syrup,709 mg,Fungus
Acetocillin,Antifungal,Capsule,158 mg,Diabetes
Dolomet,Antiseptic,Inhaler,397 mg,Virus
Metomycin,Antidepressant,Drops,373 mg,Fever
Acetomycin,Antidiabetic,Tablet,949 mg,Depression
Metoprofen,Analgesic,Inhaler,756 mg,Infection
Clarimet,Antiviral,Drops,588 mg,Diabetes
Amoximet,Analgesic,Injection,74 mg,Pain
Amoximycin,Antibiotic,Tablet,598 mg,Infection
Claricillin,Antibiotic,Capsule,921 mg,Infection
Dolonazole,Antiseptic,Inhaler,887 mg,Virus
Clarimycin,Antidiabetic,Ointment,69 mg,Virus
Clariprofen,Antidiabetic,Tablet,364 mg,Depression
Dolostatin,Antibiotic,Drops,260 mg,Depression
Amoxiphen,Antiseptic,Inhaler,839 mg,Pain
Clariphen,Antiseptic,Syrup,451 mg,Virus
Cefvir,Antipyretic,Injection,86 mg,Infection
Amoximycin,Antidiabetic,Drops,570 mg,Diabetes
Cefphen,Antiviral,Injection,263 mg,Virus
Acetoprofen,Antiviral,Tablet,934 mg,Fever
Dolophen,Antifungal,Ointment,261 mg,Wound
Metomet,Antifungal,Injection,336 mg,Wound
Dextroprofen,Antibiotic,Syrup,603 mg,Pain
Amoxivir,Analgesic,Tablet,926 mg,Fungus
Metophen,Antibiotic,Injection,518 mg,Wound
Ibuproprofen,Antibiotic,Syrup,460 mg,Pain
Dolostatin,Antipyretic,Capsule,386 mg,Fungus
Clarivir,Antidepressant,Drops,146 mg,Fungus
Cefmycin,Antibiotic,Syrup,124 mg,Infection
Metomet,Antipyretic,Tablet,175 mg,Fungus
Amoxiphen,Antifungal,Drops,599 mg,Wound
Metomycin,Antibiotic,Capsule,862 mg,Fungus
Dolonazole,Antidepressant,Inhaler,803 mg,Wound
Clariphen,Antiviral,Tablet,318 mg,Infection
Acetonazole,Antipyretic,Tablet,66 mg,Virus
Amoxinazole,Antipyretic,Syrup,103 mg,Fungus
Acetostatin,Antipyretic,Ointment,705 mg,Virus
Dextronazole,Antiviral,Injection,6 mg,Pain
Clariphen,Antibiotic,Ointment,360 mg,Diabetes
Ibupromet,Antidepressant,Inhaler,734 mg,Fungus
Cefvir,Analgesic,Ointment,587 mg,Depression
Metomet,Antiseptic,Tablet,340 mg,Fever
Acetovir,Antiviral,Injection,641 mg,Fever
Metomet,Antipyretic,Injection,324 mg,Pain
Doloprofen,Antiviral,Cream,561 mg,Fever
Ibupronazole,Antidepressant,Inhaler,821 mg,Depression
Ibuprophen,Antifungal,Drops,164 mg,Fungus
Claristatin,Antibiotic,Ointment,670 mg,Virus
Ibupronazole,Antifungal,Ointment,371 mg,Depression
Dextromycin,Analgesic,Syrup,79 mg,Diabetes
Metomet,Analgesic,Syrup,146 mg,Fungus
Clariprofen,Antiseptic,Drops,517 mg,Virus
Ibuprovir,Antiseptic,Ointment,852 mg,Infection
Metomet,Antidepressant,Syrup,3 mg,Diabetes
Doloprofen,Antidiabetic,Ointment,8 mg,Infection
Cefmet,Antiseptic,Syrup,176 mg,Fungus
Clarinazole,Antidepressant,Injection,449 mg,Depression
Clarinazole,Antiseptic,Drops,367 mg,Diabetes
Dolophen,Antifungal,Injection,175 mg,Wound
Acetomycin,Antidiabetic,Syrup,167 mg,Infection
Metocillin,Antiseptic,Syrup,977 mg,Wound
Acetovir,Antidiabetic,Syrup,269 mg,Pain
Dolocillin,Antiseptic,Injection,397 mg,Pain
Metocillin,Antipyretic,Drops,695 mg,Wound
Ibupromycin,Antidiabetic,Inhaler,510 mg,Depression
Acetovir,Antifungal,Syrup,300 mg,Diabetes
Amoxiprofen,Antipyretic,Tablet,412 mg,Fever
Cefstatin,Antifungal,Syrup,616 mg,Wound
Ibuprophen,Antibiotic,Inhaler,917 mg,Diabetes
Clariprofen,Antifungal,Cream,463 mg,Pain
Dolophen,Antiviral,Inhaler,236 mg,Wound
Dextrophen,Analgesic,Syrup,31 mg,Fever
Acetonazole,Analgesic,Syrup,213 mg,Fever
Dextroprofen,Analgesic,Inhaler,437 mg,Virus
Metophen,Antipyretic,Syrup,695 mg,Pain
Dolostatin,Antidiabetic,Capsule,482 mg,Virus
Clariprofen,Antidiabetic,Ointment,661 mg,Fungus
Claristatin,Antifungal,Ointment,664 mg,Fever
Dolocillin,Antibiotic,Tablet,478 mg,Virus
Dolomycin,Antidiabetic,Syrup,417 mg,Diabetes
Acetomet,Antiviral,Tablet,799 mg,Fever
Clarimet,Antiseptic,Capsule,370 mg,Infection
Dextrocillin,Antidiabetic,Drops,317 mg,Wound
Metophen,Antidepressant,Syrup,815 mg,Depression
Dextronazole,Antidepressant,Tablet,559 mg,Wound
Clariprofen,Antidepressant,Cream,618 mg,Pain
Ibuprostatin,Antidiabetic,Ointment,635 mg,Virus
Dolomycin,Antiseptic,Ointment,983 mg,Virus
Dextronazole,Antidiabetic,Tablet,205 mg,Fever
Cefphen,Analgesic,Cream,901 mg,Fever
Dextromet,Antiseptic,Syrup,779 mg,Virus
Ibupronazole,Antipyretic,Cream,202 mg,Fever
Clarimet,Antipyretic,Capsule,343 mg,Depression
Ibupronazole,Antibiotic,Inhaler,503 mg,Fever
Dolophen,Antifungal,Syrup,744 mg,Infection
Clarimycin,Antidepressant,Drops,73 mg,Fungus
Dolocillin,Antipyretic,Drops,551 mg,Wound
Ibupromycin,Antiseptic,Inhaler,756 mg,Depression
Claricillin,Antipyretic,Tablet,345 mg,Fever
Cefmycin,Antipyretic,Drops,185 mg,Pain
Amoxinazole,Antidepressant,Syrup,684 mg,Fever
Metomycin,Antiseptic,Cream,559 mg,Fever
Amoxiprofen,Antifungal,Ointment,758 mg,Wound
Metocillin,Analgesic,Drops,577 mg,Pain
Clarimet,Antibiotic,Tablet,617 mg,Infection
Acetocillin,Antibiotic,Injection,666 mg,Fever
Metoprofen,Analgesic,Cream,798 mg,Fever
Metoprofen,Antibiotic,Injection,50 mg,Infection
Ibupronazole,Analgesic,Drops,954 mg,Fever
Claristatin,Antiviral,Ointment,931 mg,Fungus
Ibuproprofen,Antibiotic,Syrup,602 mg,Virus
Ibupromet,Antifungal,Cream,903 mg,Infection
Clarimet,Antidiabetic,Tablet,468 mg,Infection
Dextromet,Antidepressant,Drops,699 mg,Fever
Amoxicillin,Antibiotic,Injection,658 mg,Depression
Metoprofen,Antiseptic,Capsule,324 mg,Wound
Dextronazole,Antidepressant,Cream,497 mg,Virus
Clarivir,Antipyretic,Tablet,74 mg,Wound
Dolostatin,Antidiabetic,Drops,789 mg,Virus
Acetoprofen,Antidiabetic,Drops,222 mg,Diabetes
Dolophen,Antipyretic,Inhaler,658 mg,Depression
Cefcillin,Antifungal,Inhaler,121 mg,Infection
Cefmycin,Antidiabetic,Tablet,661 mg,Diabetes
Dextroprofen,Antidiabetic,Inhaler,533 mg,Wound
Dolomycin,Antiseptic,Tablet,20 mg,Depression
Metonazole,Antidepressant,Inhaler,251 mg,Depression
Cefnazole,Antidepressant,Syrup,59 mg,Diabetes
Metophen,Antidiabetic,Injection,580 mg,Depression
Dextrocillin,Antipyretic,Tablet,908 mg,Virus
Acetomycin,Antidiabetic,Capsule,70 mg,Virus
Amoximet,Antipyretic,Inhaler,651 mg,Infection
Amoxiprofen,Antidepressant,Ointment,220 mg,Fever
Dextrophen,Antifungal,Syrup,97 mg,Virus
Amoximycin,Analgesic,Tablet,151 mg,Virus
Amoxistatin,Antipyretic,Capsule,419 mg,Fever
Amoximycin,Antibiotic,Injection,262 mg,Fungus
Metophen,Antidiabetic,Cream,561 mg,Depression
Cefvir,Antidepressant,Cream,523 mg,Pain
Amoxinazole,Antidiabetic,Inhaler,308 mg,Infection
Dextronazole,Antidiabetic,Syrup,242 mg,Wound
Amoxicillin,Antiseptic,Drops,781 mg,Virus
Dolostatin,Antifungal,Inhaler,22 mg,Wound
Ibupromet,Antiseptic,Tablet,839 mg,Fungus
Acetonazole,Antidepressant,Injection,522 mg,Virus
Dolonazole,Antiseptic,Tablet,604 mg,Fever
Ibuproprofen,Antibiotic,Injection,547 mg,Pain
Acetostatin,Analgesic,Tablet,925 mg,Virus
Claricillin,Antiviral,Cream,555 mg,Wound
Acetonazole,Antidepressant,Cream,338 mg,Infection
Clarinazole,Antidiabetic,Tablet,375 mg,Virus
Ibuprovir,Antibiotic,Capsule,637 mg,Diabetes
Dextrophen,Antibiotic,Capsule,837 mg,Fungus
Ibuproprofen,Antibiotic,Cream,615 mg,Pain
Amoximet,Antidiabetic,Ointment,581 mg,Diabetes
Dextroprofen,Antidiabetic,Cream,619 mg,Wound
Amoxiprofen,Antidepressant,Drops,109 mg,Wound
Metovir,Antifungal,Syrup,457 mg,Virus
Ibupronazole,Antidepressant,Tablet,645 mg,Wound
Metophen,Antifungal,Cream,945 mg,Infection
Ibupromet,Antiviral,Drops,23 mg,Infection
Dolomycin,Analgesic,Capsule,898 mg,Infection
Amoxiprofen,Antipyretic,Inhaler,918 mg,Diabetes
Dextrostatin,Antidepressant,Ointment,618 mg,Infection
Dolocillin,Antidepressant,Injection,450 mg,Wound
Dextrocillin,Analgesic,Drops,539 mg,Virus
Clarimet,Antifungal,Drops,771 mg,Diabetes
Cefmycin,Antiseptic,Injection,570 mg,Virus
Cefmet,Analgesic,Cream,669 mg,Virus
Metomet,Antiseptic,Tablet,573 mg,Fever
Cefnazole,Antidepressant,Drops,366 mg,Pain
Metocillin,Antidiabetic,Capsule,914 mg,Diabetes
Dextromycin,Antifungal,Tablet,230 mg,Depression
Ibuprocillin,Antipyretic,Tablet,904 mg,Infection
Amoxicillin,Antiviral,Ointment,595 mg,Virus
Dextromet,Antibiotic,Capsule,426 mg,Fungus
Dolomycin,Antibiotic,Drops,335 mg,Diabetes
Clarinazole,Antibiotic,Tablet,951 mg,Diabetes
Claristatin,Analgesic,Syrup,713 mg,Fever
Clarinazole,Antiviral,Syrup,853 mg,Fever
Cefcillin,Antipyretic,Cream,667 mg,Virus
Ibupromet,Antipyretic,Syrup,988 mg,Virus
Dolomycin,Antibiotic,Capsule,435 mg,Depression
Clariphen,Antidepressant,Ointment,545 mg,Fever
Dextrophen,Antipyretic,Tablet,319 mg,Fever
Ibuprophen,Analgesic,Inhaler,343 mg,Fever
Dextroprofen,Analgesic,Tablet,32 mg,Virus
Dextromet,Antiviral,Injection,615 mg,Wound
Acetomycin,Antidepressant,Inhaler,226 mg,Diabetes
Ibupromet,Antidepressant,Syrup,99 mg,Depression
Amoxistatin,Antibiotic,Inhaler,398 mg,Infection
Clarivir,Antifungal,Tablet,431 mg,Infection
Metovir,Antifungal,Inhaler,828 mg,Fungus
Ibuproprofen,Antipyretic,Injection,139 mg,Diabetes
Ibuproprofen,Antiseptic,Drops,553 mg,Virus
Amoxinazole,Antiseptic,Ointment,226 mg,Virus
Acetocillin,Antiseptic,Cream,937 mg,Virus
Dolostatin,Antiviral,Capsule,327 mg,Fungus
Dextromet,Antipyretic,Cream,12 mg,Pain
Ibupronazole,Antiseptic,Ointment,364 mg,Pain
Cefcillin,Antibiotic,Tablet,388 mg,Virus
Cefmet,Antiviral,Ointment,785 mg,Depression
Metostatin,Analgesic,Inhaler,576 mg,Fever
Cefnazole,Antiseptic,Drops,181 mg,Pain
Acetonazole,Antifungal,Injection,893 mg,Fungus
Metoprofen,Antiseptic,Capsule,475 mg,Fever
Dextrovir,Antifungal,Drops,836 mg,Pain
Cefvir,Analgesic,Inhaler,9 mg,Pain
Acetovir,Antifungal,Drops,454 mg,Pain
Ibuprovir,Antifungal,Tablet,768 mg,Infection
Dolonazole,Antipyretic,Drops,208 mg,Virus
Acetocillin,Analgesic,Injection,487 mg,Infection
Clarimycin,Antidiabetic,Capsule,527 mg,Depression
Dolostatin,Antipyretic,Syrup,341 mg,Fever
Dextrovir,Antibiotic,Tablet,856 mg,Fungus
Ibupromet,Antidepressant,Capsule,533 mg,Fever
Dolonazole,Antiseptic,Capsule,785 mg,Pain
Amoxistatin,Antipyretic,Injection,370 mg,Virus
Amoxistatin,Antidiabetic,Cream,80 mg,Pain
Amoxivir,Antidepressant,Tablet,751 mg,Fungus
Dextromet,Antifungal,Tablet,32 mg,Virus
Dolophen,Antidiabetic,Drops,725 mg,Depression
Ibupronazole,Antiseptic,Drops,667 mg,Fever
Dolomet,Antiseptic,Capsule,753 mg,Virus
Dextrophen,Antibiotic,Inhaler,793 mg,Depression
Metonazole,Antipyretic,Drops,116 mg,Virus
Dextromycin,Antidiabetic,Ointment,737 mg,Wound
Acetocillin,Antipyretic,Drops,202 mg,Depression
Cefstatin,Antifungal,Capsule,943 mg,Fever
Acetophen,Antiseptic,Drops,784 mg,Fungus
Cefvir,Antipyretic,Cream,662 mg,Fungus
Dextrovir,Antibiotic,Tablet,720 mg,Wound
Clarivir,Antidiabetic,Injection,237 mg,Infection
Metovir,Antibiotic,Syrup,581 mg,Diabetes
Dextrovir,Antiseptic,Ointment,275 mg,Fungus
Amoxistatin,Analgesic,Cream,231 mg,Virus
Amoxinazole,Analgesic,Inhaler,496 mg,Fungus
Amoxinazole,Analgesic,Ointment,556 mg,Virus
Dolomet,Antipyretic,Ointment,935 mg,Pain
Metovir,Antidepressant,Drops,466 mg,Infection
Amoxicillin,Antidiabetic,Cream,981 mg,Fungus
Cefphen,Analgesic,Inhaler,612 mg,Virus
Ibupronazole,Analgesic,Inhaler,106 mg,Virus
Clarivir,Antidepressant,Tablet,152 mg,Wound
Amoxistatin,Antidiabetic,Ointment,47 mg,Depression
Dolovir,Antiviral,Syrup,65 mg,Fever
Dextrostatin,Antidiabetic,Ointment,245 mg,Fever
Dolomycin,Analgesic,Injection,193 mg,Fungus
Acetostatin,Antidepressant,Syrup,889 mg,Pain
Cefcillin,Analgesic,Ointment,313 mg,Diabetes
Amoxiprofen,Antidiabetic,Ointment,892 mg,Fever
Metocillin,Antiseptic,Capsule,709 mg,Diabetes
Amoximet,Antipyretic,Injection,813 mg,Diabetes
Dextronazole,Antibiotic,Inhaler,398 mg,Fever
Acetomet,Antifungal,Tablet,314 mg,Fever
Metomycin,Antidepressant,Injection,978 mg,Virus
Cefphen,Antiseptic,Ointment,650 mg,Fungus
Amoxiphen,Antipyretic,Capsule,270 mg,Virus
Metostatin,Antiseptic,Tablet,281 mg,Diabetes
Clarinazole,Analgesic,Cream,677 mg,Fungus
Dextrocillin,Antiseptic,Syrup,562 mg,Fever
Cefmycin,Antidiabetic,Syrup,534 mg,Depression
Amoxiphen,Antipyretic,Cream,346 mg,Virus
Amoxivir,Antibiotic,Injection,106 mg,Virus
Acetostatin,Analgesic,Cream,17 mg,Fungus
Dextromet,Analgesic,Capsule,869 mg,Depression
Claristatin,Antifungal,Ointment,886 mg,Depression
Ibupronazole,Antiseptic,Injection,390 mg,Depression
Dextromycin,Analgesic,Syrup,339 mg,Diabetes
Cefmet,Analgesic,Capsule,538 mg,Depression
Ibuprostatin,Antidiabetic,Capsule,64 mg,Depression
Dolovir,Antifungal,Cream,917 mg,Diabetes
Amoxivir,Antiviral,Capsule,422 mg,Wound
Acetovir,Antifungal,Tablet,188 mg,Wound
Cefphen,Analgesic,Tablet,682 mg,Fungus
Cefmet,Antipyretic,Injection,900 mg,Infection
Metonazole,Antifungal,Ointment,522 mg,Depression
Amoxicillin,Analgesic,Cream,881 mg,Pain
Dextroprofen,Antifungal,Syrup,410 mg,Fever
Cefprofen,Analgesic,Inhaler,363 mg,Fungus
Doloprofen,Antiviral,Syrup,80 mg,Virus
Claricillin,Antifungal,Injection,861 mg,Infection
Cefnazole,Antidiabetic,Ointment,406 mg,Fever
Amoxiphen,Antiseptic,Syrup,114 mg,Virus
Metocillin,Antiseptic,Tablet,982 mg,Fungus
Doloprofen,Antipyretic,Cream,18 mg,Virus
Dolovir,Analgesic,Ointment,454 mg,Wound
Ibuprophen,Antidepressant,Drops,205 mg,Fungus
Clarimycin,Analgesic,Inhaler,853 mg,Infection
Dolonazole,Antidiabetic,Tablet,47 mg,Infection
Dolomycin,Antifungal,Capsule,68 mg,Infection
Acetoprofen,Antipyretic,Cream,367 mg,Depression
Dextrocillin,Antiviral,Tablet,153 mg,Virus
Metocillin,Antiseptic,Capsule,758 mg,Depression
Dolocillin,Antidiabetic,Tablet,33 mg,Virus
Cefvir,Antiviral,Capsule,483 mg,Virus
Metostatin,Analgesic,Cream,908 mg,Fever
Cefmycin,Antibiotic,Injection,774 mg,Virus
Metonazole,Antiseptic,Drops,25 mg,Pain
Acetomycin,Antiseptic,Tablet,833 mg,Pain
Acetostatin,Antipyretic,Inhaler,683 mg,Depression
Amoxiprofen,Antiviral,Injection,516 mg,Wound
Ibuprocillin,Antidepressant,Syrup,305 mg,Wound
Cefprofen,Antifungal,Syrup,720 mg,Diabetes
Dextroprofen,Antidepressant,Drops,119 mg,Diabetes
Metostatin,Antiseptic,Cream,638 mg,Fungus
Ibupromet,Antidiabetic,Syrup,447 mg,Pain
Dolovir,Analgesic,Ointment,266 mg,Infection
Dolomet,Antidepressant,Syrup,42 mg,Wound
Doloprofen,Antipyretic,Drops,223 mg,Fungus
Amoxistatin,Antibiotic,Drops,547 mg,Wound
Acetostatin,Antiseptic,Capsule,631 mg,Wound
Clarimycin,Antiseptic,Capsule,577 mg,Virus
Cefcillin,Antibiotic,Tablet,747 mg,Infection
Ibuprocillin,Antibiotic,Injection,162 mg,Depression
Clarinazole,Antidepressant,Drops,445 mg,Virus
Acetomet,Antidiabetic,Tablet,624 mg,Fungus
Dextrocillin,Antidepressant,Ointment,662 mg,Fungus
Cefphen,Antipyretic,Inhaler,8 mg,Diabetes
Cefnazole,Antiseptic,Drops,442 mg,Depression
Ibuprovir,Antipyretic,Capsule,72 mg,Fungus
Amoxistatin,Antidepressant,Capsule,516 mg,Pain
Cefstatin,Antiseptic,Inhaler,829 mg,Infection
Doloprofen,Antiviral,Syrup,988 mg,Diabetes
Acetovir,Antiseptic,Capsule,97 mg,Pain
Acetophen,Antipyretic,Injection,72 mg,Pain
Amoximycin,Antipyretic,Syrup,603 mg,Depression
Acetonazole,Antidiabetic,Inhaler,220 mg,Infection
Clariprofen,Antiviral,Cream,9 mg,Virus
Dolophen,Antiviral,Ointment,963 mg,Pain
Dextroprofen,Antiviral,Syrup,163 mg,Depression
Dolomycin,Antiviral,Cream,741 mg,Fever
Amoximet,Antiviral,Ointment,43 mg,Fungus
Clarinazole,Antidepressant,Cream,937 mg,Virus
Clarimet,Antiseptic,Capsule,686 mg,Fungus
Amoxinazole,Antiviral,Tablet,6 mg,Virus
Dextromycin,Antiviral,Drops,246 mg,Infection
Acetostatin,Antidepressant,Capsule,391 mg,Depression
Acetophen,Antiseptic,Ointment,198 mg,Pain
Acetomet,Antipyretic,Syrup,38 mg,Virus
Amoxiphen,Analgesic,Syrup,141 mg,Depression
Dolostatin,Antidepressant,Tablet,867 mg,Virus
Ibuprophen,Antiviral,Cream,882 mg,Fever
Metomet,Antidepressant,Injection,351 mg,Fungus
Clariphen,Analgesic,Capsule,707 mg,Fungus
Ibuprovir,Antibiotic,Syrup,943 mg,Diabetes
Acetoprofen,Antipyretic,Syrup,70 mg,Wound
Metomycin,Antifungal,Injection,686 mg,Wound
Dolophen,Antiviral,Ointment,601 mg,Wound
Cefmycin,Antiseptic,Drops,984 mg,Fungus
Acetomet,Antipyretic,Capsule,339 mg,Fungus
Amoximet,Analgesic,Ointment,644 mg,Depression
Amoxiprofen,Antiseptic,Drops,623 mg,Depression
Dolostatin,Analgesic,Cream,45 mg,Diabetes
Claristatin,Antidepressant,Drops,9 mg,Pain
Clariprofen,Antifungal,Ointment,49 mg,Infection
Metomycin,Antidepressant,Drops,499 mg,Wound
Metomet,Antiviral,Drops,220 mg,Virus
Amoximycin,Antidepressant,Syrup,422 mg,Infection
Acetocillin,Antidepressant,Inhaler,261 mg,Virus
Dolovir,Antiseptic,Injection,808 mg,Fungus
Dolomet,Analgesic,Drops,718 mg,Fungus
Ibupromycin,Antifungal,Inhaler,713 mg,Depression
Metovir,Analgesic,Inhaler,563 mg,Pain
Dextromet,Antiviral,Capsule,588 mg,Wound
Amoxivir,Antidepressant,Drops,117 mg,Diabetes
Dolomycin,Antiseptic,Cream,169 mg,Fever
Ibupromycin,Antiseptic,Injection,43 mg,Pain
Metomycin,Antiviral,Inhaler,668 mg,Pain
Ibupromet,Antifungal,Tablet,695 mg,Infection
Claricillin,Antiviral,Tablet,160 mg,Fever
Acetocillin,Antipyretic,Syrup,55 mg,Virus
Amoximet,Analgesic,Inhaler,177 mg,Infection
Acetomet,Analgesic,Ointment,298 mg,Infection
Clarimet,Antiseptic,Tablet,531 mg,Virus
Ibuprostatin,Antibiotic,Drops,454 mg,Depression
Cefcillin,Antipyretic,Tablet,798 mg,Infection
Dolomet,Analgesic,Ointment,677 mg,Wound
Ibuprocillin,Antifungal,Inhaler,888 mg,Fever
Cefphen,Antiviral,Drops,561 mg,Depression
Amoxivir,Antidiabetic,Ointment,816 mg,Diabetes
Metocillin,Antidiabetic,Tablet,385 mg,Infection
Clarimycin,Antipyretic,Cream,926 mg,Virus
Cefcillin,Antifungal,Cream,486 mg,Pain
Claricillin,Analgesic,Injection,614 mg,Depression
Dextrovir,Antifungal,Tablet,295 mg,Diabetes
Dolovir,Antifungal,Syrup,653 mg,Diabetes
Dextromycin,Analgesic,Tablet,240 mg,Diabetes
Clarimet,Antidiabetic,Capsule,576 mg,Infection
Ibuprovir,Antipyretic,Capsule,220 mg,Infection
Acetovir,Antifungal,Capsule,96 mg,Pain
Acetomycin,Antiseptic,Injection,364 mg,Diabetes
Dolomet,Antibiotic,Syrup,7 mg,Depression
Ibuprostatin,Antidiabetic,Syrup,714 mg,Fever
Cefcillin,Antiseptic,Ointment,332 mg,Fungus
Acetophen,Analgesic,Syrup,236 mg,Virus
Acetonazole,Antibiotic,Injection,572 mg,Diabetes
Claricillin,Antifungal,Capsule,181 mg,Virus
Dextromycin,Antidiabetic,Inhaler,3 mg,Virus
Amoxinazole,Antifungal,Cream,807 mg,Wound
Cefprofen,Antibiotic,Cream,163 mg,Wound
Clarimet,Antipyretic,Tablet,315 mg,Diabetes
Dextrovir,Antifungal,Ointment,982 mg,Fever
Cefmycin,Antiviral,Cream,202 mg,Fever
Dolovir,Antifungal,Inhaler,707 mg,Pain
Metocillin,Antipyretic,Ointment,160 mg,Fungus
Ibuprostatin,Antifungal,Syrup,191 mg,Virus
Dextronazole,Antidepressant,Inhaler,620 mg,Virus
Cefvir,Antidepressant,Ointment,535 mg,Pain
Dextromycin,Antiseptic,Ointment,702 mg,Diabetes
Cefvir,Antifungal,Inhaler,188 mg,Fungus
Acetonazole,Antiviral,Injection,11 mg,Fever
Metoprofen,Antibiotic,Syrup,539 mg,Pain
Claristatin,Antiviral,Drops,96 mg,Diabetes
